Sales Person,Product,Date,Sales,Boxes,Expenses,Category,Team,,,
Jehu Rudeforth,Mint Chip Choco,13-Apr-22,98,6,14,Bars,Tempo,,,
Wilone O'Kielt,After Nines,13-Apr-22,5649,202,1319,Bites,Delish,,,
Ches Bonnell,Choco Coated Almonds,13-Apr-22,2870,180,2374,Bites,Tempo,,,
Kaine Padly,Almond Choco,13-Apr-22,4151,219,3362,Bars,Delish,,,
Andria Kimpton,Caramel Stuffed Bars,13-Apr-22,3962,159,139,Bars,Jucies,,,
Roddy Speechley,Organic Choco Syrup,13-Apr-22,7119,238,487,Other,Delish,,,
Gunar Cockshoot,Organic Choco Syrup,13-Apr-22,1393,52,94,Other,Yummies,,,
Brien Boise,Peanut Butter Cubes,13-Apr-22,9506,414,2143,Bites,Jucies,,,
Jan Morforth,99% Dark & Pure,13-Apr-22,8897,495,2768,Bars,Delish,,,
Husein Augar,Choco Coated Almonds,13-Apr-22,12019,752,8452,Bites,Yummies,,,
Marney O'Breen,Spicy Special Slims,13-Apr-22,12439,622,6702,Bites,Yummies,,,
Gigi Bohling,Peanut Butter Cubes,13-Apr-22,3612,191,962,Bites,Delish,,,
Roddy Speechley,99% Dark & Pure,13-Apr-22,2646,111,569,Bars,Delish,,,
Andria Kimpton,Choco Coated Almonds,13-Apr-22,511,35,434,Bites,Jucies,,,
Curtice Advani,Almond Choco,13-Apr-22,4207,192,2332,Bars,Delish,,,
Madelene Upcott,Fruit & Nut Bars,13-Apr-22,10290,606,1004,Bars,Jucies,,,
Brien Boise,Drinking Coco,13-Apr-22,6069,264,621,Other,Jucies,,,
Dennison Crosswaite,Drinking Coco,14-Apr-22,12292,410,1219,Other,Yummies,,,
Kaine Padly,Baker's Choco Chips,14-Apr-22,3794,475,3264,Bars,Delish,,,
Andria Kimpton,Drinking Coco,14-Apr-22,16793,700,2046,Other,Jucies,,,
Husein Augar,50% Dark Bites,14-Apr-22,5327,381,1280,Bites,Yummies,,,
Wilone O'Kielt,Smooth Sliky Salty,14-Apr-22,1267,61,285,Bars,Delish,,,
Beverie Moffet,Peanut Butter Cubes,14-Apr-22,3514,185,993,Bites,Jucies,,,
Wilone O'Kielt,Almond Choco,14-Apr-22,10157,535,7998,Bars,Delish,,,
Kaine Padly,Spicy Special Slims,14-Apr-22,9555,399,3564,Bites,Delish,,,
Husein Augar,Raspberry Choco,14-Apr-22,8960,427,2708,Bars,Yummies,,,
Madelene Upcott,Spicy Special Slims,14-Apr-22,581,21,207,Bites,Jucies,,,
Beverie Moffet,Fruit & Nut Bars,15-Apr-22,735,41,65,Bars,Jucies,,,
Madelene Upcott,Manuka Honey Choco,15-Apr-22,7084,284,2196,Other,Jucies,,,
Marney O'Breen,After Nines,15-Apr-22,4438,139,873,Bites,Yummies,,,
Dotty Strutley,Fruit & Nut Bars,15-Apr-22,9646,603,1038,Bars,Delish,,,
Dotty Strutley,Fruit & Nut Bars,15-Apr-22,3759,290,508,Bars,Delish,,,
Oby Sorrel,Eclairs,15-Apr-22,721,38,123,Bites,Jucies,,,
Gigi Bohling,Orange Choco,15-Apr-22,5887,655,6849,Bars,Delish,,,
Jehu Rudeforth,Choco Coated Almonds,15-Apr-22,7924,496,5745,Bites,Tempo,,,
Rafaelita Blaksland,99% Dark & Pure,15-Apr-22,7343,306,1583,Bars,Yummies,,,
Oby Sorrel,Baker's Choco Chips,15-Apr-22,994,83,555,Bars,Jucies,,,
Husein Augar,Organic Choco Syrup,15-Apr-22,1568,66,119,Other,Yummies,,,
Kaine Padly,Mint Chip Choco,15-Apr-22,959,57,143,Bars,Delish,,,
Madelene Upcott,Baker's Choco Chips,15-Apr-22,5355,670,4156,Bars,Jucies,,,
Wilone O'Kielt,Fruit & Nut Bars,15-Apr-22,12915,1175,1929,Bars,Delish,,,
Oby Sorrel,Mint Chip Choco,16-Apr-22,5621,352,957,Bars,Jucies,,,
Van Tuxwell,Orange Choco,16-Apr-22,5089,364,3838,Bars,Yummies,,,
Brien Boise,Choco Coated Almonds,16-Apr-22,13993,737,7861,Bites,Jucies,,,
Beverie Moffet,Organic Choco Syrup,16-Apr-22,4242,152,300,Other,Jucies,,,
Van Tuxwell,Orange Choco,16-Apr-22,2842,406,3354,Bars,Yummies,,,
Wilone O'Kielt,Drinking Coco,17-Apr-22,8862,370,1018,Other,Delish,,,
Van Tuxwell,85% Dark Bars,17-Apr-22,19054,794,547,Bars,Yummies,,,
Brien Boise,70% Dark Bites,17-Apr-22,5551,694,5835,Bites,Jucies,,,
Marney O'Breen,Mint Chip Choco,17-Apr-22,1946,93,251,Bars,Yummies,,,
Marney O'Breen,Choco Coated Almonds,17-Apr-22,966,44,601,Bites,Yummies,,,
Jan Morforth,Milk Bars,17-Apr-22,2730,119,249,Bars,Delish,,,
Dennison Crosswaite,Drinking Coco,17-Apr-22,10010,358,967,Other,Yummies,,,
Gunar Cockshoot,Raspberry Choco,17-Apr-22,4529,302,1842,Bars,Yummies,,,
Karlen McCaffrey,70% Dark Bites,17-Apr-22,9891,660,5060,Bites,Yummies,,,
Madelene Upcott,Caramel Stuffed Bars,17-Apr-22,2275,99,84,Bars,Jucies,,,
Mallorie Waber,Caramel Stuffed Bars,20-Apr-22,3241,116,107,Bars,Tempo,,,
Dennison Crosswaite,70% Dark Bites,20-Apr-22,917,66,506,Bites,Yummies,,,
Gigi Bohling,99% Dark & Pure,20-Apr-22,3913,245,1119,Bars,Delish,,,
Roddy Speechley,Caramel Stuffed Bars,21-Apr-22,1792,75,67,Bars,Delish,,,
Jehu Rudeforth,Smooth Sliky Salty,21-Apr-22,5761,339,1906,Bars,Tempo,,,
Jehu Rudeforth,Manuka Honey Choco,21-Apr-22,5327,214,1824,Other,Tempo,,,
Ches Bonnell,85% Dark Bars,21-Apr-22,1519,95,77,Bars,Tempo,,,
Oby Sorrel,85% Dark Bars,21-Apr-22,11326,515,409,Bars,Jucies,,,
Jehu Rudeforth,Raspberry Choco,21-Apr-22,7252,427,2890,Bars,Tempo,,,
Mallorie Waber,Manuka Honey Choco,21-Apr-22,12929,418,3595,Other,Tempo,,,
Gunar Cockshoot,Orange Choco,21-Apr-22,2996,428,4475,Bars,Yummies,,,
Brien Boise,White Choc,21-Apr-22,1239,89,19,Other,Jucies,,,
Beverie Moffet,Raspberry Choco,21-Apr-22,9128,481,3021,Bars,Jucies,,,
Jan Morforth,Eclairs,21-Apr-22,4137,319,1025,Bites,Delish,,,
Kaine Padly,Peanut Butter Cubes,21-Apr-22,6482,260,1407,Bites,Delish,,,
Husein Augar,Drinking Coco,21-Apr-22,1393,50,144,Other,Yummies,,,
Dotty Strutley,99% Dark & Pure,21-Apr-22,11627,727,3184,Bars,Delish,,,
Gunar Cockshoot,Orange Choco,22-Apr-22,3080,257,2213,Bars,Yummies,,,
Gigi Bohling,70% Dark Bites,22-Apr-22,12180,812,7430,Bites,Delish,,,
Beverie Moffet,Manuka Honey Choco,22-Apr-22,462,16,147,Other,Jucies,,,
Beverie Moffet,50% Dark Bites,22-Apr-22,1498,107,321,Bites,Jucies,,,
Barr Faughny,Smooth Sliky Salty,23-Apr-22,1589,89,527,Bars,Yummies,,,
Jehu Rudeforth,Peanut Butter Cubes,23-Apr-22,2184,95,443,Bites,Tempo,,,
Brien Boise,85% Dark Bars,23-Apr-22,3073,129,85,Bars,Jucies,,,
Rafaelita Blaksland,Drinking Coco,23-Apr-22,16513,551,1420,Other,Yummies,,,
Kaine Padly,85% Dark Bars,23-Apr-22,2051,90,59,Bars,Delish,,,
Beverie Moffet,70% Dark Bites,23-Apr-22,11109,1111,10165,Bites,Jucies,,,
Gigi Bohling,Almond Choco,23-Apr-22,574,25,367,Bars,Delish,,,
Barr Faughny,After Nines,24-Apr-22,7532,314,2390,Bites,Yummies,,,
Brien Boise,Fruit & Nut Bars,24-Apr-22,504,51,92,Bars,Jucies,,,
Jehu Rudeforth,White Choc,24-Apr-22,12642,1054,264,Other,Tempo,,,
Husein Augar,Drinking Coco,24-Apr-22,2569,92,219,Other,Yummies,,,
Karlen McCaffrey,After Nines,24-Apr-22,476,16,94,Bites,Yummies,,,
Gunar Cockshoot,85% Dark Bars,24-Apr-22,9884,430,287,Bars,Yummies,,,
Wilone O'Kielt,After Nines,24-Apr-22,3731,150,913,Bites,Delish,,,
Gigi Bohling,Caramel Stuffed Bars,24-Apr-22,6727,293,292,Bars,Delish,,,
Beverie Moffet,Drinking Coco,24-Apr-22,1869,67,161,Other,Jucies,,,
Gigi Bohling,Organic Choco Syrup,24-Apr-22,3262,142,270,Other,Delish,,,
Van Tuxwell,Drinking Coco,24-Apr-22,8057,299,763,Other,Yummies,,,
Jehu Rudeforth,Peanut Butter Cubes,24-Apr-22,91,5,25,Bites,Tempo,,,
Beverie Moffet,Spicy Special Slims,24-Apr-22,3122,131,1122,Bites,Jucies,,,
Beverie Moffet,Raspberry Choco,24-Apr-22,5033,360,2130,Bars,Jucies,,,
Kelci Walkden,70% Dark Bites,24-Apr-22,2184,182,1680,Bites,Yummies,,,
Madelene Upcott,Raspberry Choco,24-Apr-22,721,41,280,Bars,Jucies,,,
Rafaelita Blaksland,Baker's Choco Chips,24-Apr-22,5061,390,2419,Bars,Yummies,,,
Madelene Upcott,White Choc,27-Apr-22,12152,1105,300,Other,Jucies,,,
Beverie Moffet,Fruit & Nut Bars,27-Apr-22,15526,1195,1809,Bars,Jucies,,,
Barr Faughny,After Nines,27-Apr-22,14525,581,3685,Bites,Yummies,,,
Madelene Upcott,Raspberry Choco,27-Apr-22,2485,131,943,Bars,Jucies,,,
Brien Boise,Milk Bars,27-Apr-22,7091,245,521,Bars,Jucies,,,
Dennison Crosswaite,50% Dark Bites,27-Apr-22,6846,428,1378,Bites,Yummies,,,
Mallorie Waber,Caramel Stuffed Bars,27-Apr-22,1204,49,49,Bars,Tempo,,,
Roddy Speechley,Smooth Sliky Salty,27-Apr-22,1883,111,607,Bars,Delish,,,
Jan Morforth,Choco Coated Almonds,27-Apr-22,2723,144,1866,Bites,Delish,,,
Dotty Strutley,Manuka Honey Choco,27-Apr-22,7196,219,1849,Other,Delish,,,
Rafaelita Blaksland,Raspberry Choco,27-Apr-22,1078,49,299,Bars,Yummies,,,
Marney O'Breen,Eclairs,28-Apr-22,4998,385,1042,Bites,Yummies,,,
Gunar Cockshoot,70% Dark Bites,28-Apr-22,8127,581,5029,Bites,Yummies,,,
Camilla Castle,Caramel Stuffed Bars,28-Apr-22,6006,273,295,Bars,Tempo,,,
Oby Sorrel,Organic Choco Syrup,28-Apr-22,13349,431,691,Other,Jucies,,,
Andria Kimpton,Raspberry Choco,28-Apr-22,994,50,363,Bars,Jucies,,,
Husein Augar,Raspberry Choco,28-Apr-22,6160,363,2214,Bars,Yummies,,,
Husein Augar,Spicy Special Slims,28-Apr-22,2569,108,905,Bites,Yummies,,,
Marney O'Breen,Fruit & Nut Bars,28-Apr-22,3206,321,527,Bars,Yummies,,,
Dotty Strutley,70% Dark Bites,29-Apr-22,665,52,394,Bites,Delish,,,
Rafaelita Blaksland,Almond Choco,29-Apr-22,427,26,396,Bars,Yummies,,,
Gunar Cockshoot,Spicy Special Slims,29-Apr-22,5166,216,1910,Bites,Yummies,,,
Van Tuxwell,Baker's Choco Chips,29-Apr-22,8603,574,4119,Bars,Yummies,,,
Mallorie Waber,Organic Choco Syrup,29-Apr-22,1904,71,138,Other,Tempo,,,
Brien Boise,Almond Choco,29-Apr-22,3766,210,3027,Bars,Jucies,,,
Camilla Castle,White Choc,29-Apr-22,1337,134,39,Other,Tempo,,,
Roddy Speechley,Mint Chip Choco,29-Apr-22,12775,913,2089,Bars,Delish,,,
Madelene Upcott,50% Dark Bites,29-Apr-22,7812,601,2003,Bites,Jucies,,,
Dotty Strutley,Almond Choco,29-Apr-22,3976,249,3424,Bars,Delish,,,
Kelci Walkden,After Nines,29-Apr-22,13083,437,2938,Bites,Yummies,,,
Jan Morforth,Caramel Stuffed Bars,29-Apr-22,4487,187,153,Bars,Delish,,,
Mallorie Waber,Choco Coated Almonds,29-Apr-22,5313,253,2902,Bites,Tempo,,,
Curtice Advani,Caramel Stuffed Bars,29-Apr-22,2163,91,85,Bars,Delish,,,
Oby Sorrel,Milk Bars,29-Apr-22,4830,173,294,Bars,Jucies,,,
Curtice Advani,Drinking Coco,29-Apr-22,7959,295,753,Other,Delish,,,
Curtice Advani,Orange Choco,29-Apr-22,4067,452,4369,Bars,Delish,,,
Jan Morforth,Orange Choco,29-Apr-22,1120,80,759,Bars,Delish,,,
Brien Boise,Fruit & Nut Bars,29-Apr-22,10829,722,1197,Bars,Jucies,,,
Beverie Moffet,Orange Choco,29-Apr-22,5068,724,6171,Bars,Jucies,,,
Gunar Cockshoot,Smooth Sliky Salty,29-Apr-22,9156,436,2035,Bars,Yummies,,,
Marney O'Breen,Organic Choco Syrup,30-Apr-22,6944,240,393,Other,Yummies,,,
Kaine Padly,White Choc,30-Apr-22,2870,169,39,Other,Delish,,,
Beverie Moffet,Smooth Sliky Salty,30-Apr-22,4403,210,1033,Bars,Jucies,,,
Madelene Upcott,Eclairs,30-Apr-22,4312,240,629,Bites,Jucies,,,
Dotty Strutley,After Nines,01-May-22,1050,33,241,Bites,Delish,,,
Camilla Castle,Raspberry Choco,01-May-22,1890,119,871,Bars,Tempo,,,
Marney O'Breen,70% Dark Bites,01-May-22,5348,764,7431,Bites,Yummies,,,
Gigi Bohling,Spicy Special Slims,01-May-22,11214,534,5704,Bites,Delish,,,
Van Tuxwell,Spicy Special Slims,01-May-22,1113,49,528,Bites,Yummies,,,
Kaine Padly,Drinking Coco,01-May-22,2268,88,249,Other,Delish,,,
Rafaelita Blaksland,Fruit & Nut Bars,01-May-22,6419,378,693,Bars,Yummies,,,
Kelci Walkden,Fruit & Nut Bars,01-May-22,7539,419,728,Bars,Yummies,,,
Kaine Padly,99% Dark & Pure,01-May-22,9520,414,2141,Bars,Delish,,,
Wilone O'Kielt,Fruit & Nut Bars,01-May-22,6209,518,974,Bars,Delish,,,
Kaine Padly,Almond Choco,01-May-22,1652,92,1388,Bars,Delish,,,
Mallorie Waber,Caramel Stuffed Bars,01-May-22,6657,278,270,Bars,Tempo,,,
Jan Morforth,Peanut Butter Cubes,01-May-22,12460,656,3427,Bites,Delish,,,
Gunar Cockshoot,85% Dark Bars,01-May-22,9548,455,351,Bars,Yummies,,,
Jan Morforth,Organic Choco Syrup,01-May-22,8176,356,747,Other,Delish,,,
Mallorie Waber,Mint Chip Choco,01-May-22,7903,465,1254,Bars,Tempo,,,
Wilone O'Kielt,99% Dark & Pure,01-May-22,4473,224,1075,Bars,Delish,,,
Camilla Castle,Organic Choco Syrup,01-May-22,4536,175,370,Other,Tempo,,,
Curtice Advani,Baker's Choco Chips,04-May-22,3962,397,2173,Bars,Delish,,,
Mallorie Waber,70% Dark Bites,04-May-22,21588,1440,11276,Bites,Tempo,,,
Barr Faughny,Manuka Honey Choco,04-May-22,16394,547,4403,Other,Yummies,,,
Kelci Walkden,Drinking Coco,04-May-22,3101,115,313,Other,Yummies,,,
Dotty Strutley,Manuka Honey Choco,04-May-22,4039,131,1127,Other,Delish,,,
Roddy Speechley,Peanut Butter Cubes,05-May-22,2975,124,531,Bites,Delish,,,
Madelene Upcott,Baker's Choco Chips,05-May-22,5320,532,3365,Bars,Jucies,,,
Marney O'Breen,85% Dark Bars,05-May-22,287,16,13,Bars,Yummies,,,
Rafaelita Blaksland,Caramel Stuffed Bars,05-May-22,6902,277,271,Bars,Yummies,,,
Camilla Castle,Organic Choco Syrup,05-May-22,5726,230,401,Other,Tempo,,,
Dotty Strutley,Baker's Choco Chips,05-May-22,1512,168,1093,Bars,Delish,,,
Van Tuxwell,Manuka Honey Choco,05-May-22,5845,183,1531,Other,Yummies,,,
Barr Faughny,Manuka Honey Choco,05-May-22,3038,98,696,Other,Yummies,,,
Curtice Advani,Peanut Butter Cubes,05-May-22,1085,44,203,Bites,Delish,,,
Madelene Upcott,White Choc,05-May-22,1029,86,23,Other,Jucies,,,
Kelci Walkden,Spicy Special Slims,05-May-22,10038,457,3788,Bites,Yummies,,,
Wilone O'Kielt,85% Dark Bars,05-May-22,10843,493,353,Bars,Delish,,,
Madelene Upcott,Choco Coated Almonds,06-May-22,3101,141,1876,Bites,Jucies,,,
Camilla Castle,Peanut Butter Cubes,06-May-22,1162,56,248,Bites,Tempo,,,
Curtice Advani,After Nines,06-May-22,3885,126,927,Bites,Delish,,,
Roddy Speechley,After Nines,06-May-22,8960,299,2200,Bites,Delish,,,
Dennison Crosswaite,Smooth Sliky Salty,06-May-22,6902,406,2181,Bars,Yummies,,,
Kelci Walkden,Baker's Choco Chips,06-May-22,4830,440,2676,Bars,Yummies,,,
Kelci Walkden,Drinking Coco,06-May-22,1792,75,223,Other,Yummies,,,
Karlen McCaffrey,50% Dark Bites,06-May-22,18165,1514,4409,Bites,Yummies,,,
Mallorie Waber,Mint Chip Choco,06-May-22,5152,322,700,Bars,Tempo,,,
Gunar Cockshoot,70% Dark Bites,06-May-22,812,74,622,Bites,Yummies,,,
Andria Kimpton,Orange Choco,07-May-22,1918,137,1421,Bars,Jucies,,,
Van Tuxwell,99% Dark & Pure,07-May-22,4879,287,1565,Bars,Yummies,,,
Oby Sorrel,85% Dark Bars,07-May-22,4788,252,158,Bars,Jucies,,,
Jan Morforth,After Nines,07-May-22,6860,229,1409,Bites,Delish,,,
Kelci Walkden,Mint Chip Choco,07-May-22,6461,404,1062,Bars,Yummies,,,
Mallorie Waber,99% Dark & Pure,07-May-22,77,5,25,Bars,Tempo,,,
Marney O'Breen,Peanut Butter Cubes,08-May-22,1358,76,404,Bites,Yummies,,,
Barr Faughny,Spicy Special Slims,08-May-22,9373,361,3391,Bites,Yummies,,,
Marney O'Breen,85% Dark Bars,08-May-22,2968,186,120,Bars,Yummies,,,
Beverie Moffet,Milk Bars,08-May-22,6111,266,546,Bars,Jucies,,,
Kelci Walkden,Spicy Special Slims,08-May-22,13251,631,5578,Bites,Yummies,,,
Camilla Castle,White Choc,08-May-22,8085,674,190,Other,Tempo,,,
Barr Faughny,Drinking Coco,08-May-22,15022,626,1597,Other,Yummies,,,
Roddy Speechley,Almond Choco,08-May-22,3003,131,1941,Bars,Delish,,,
Brien Boise,White Choc,08-May-22,7602,845,236,Other,Jucies,,,
Roddy Speechley,Manuka Honey Choco,08-May-22,4368,151,1335,Other,Delish,,,
Kaine Padly,Fruit & Nut Bars,08-May-22,3577,224,375,Bars,Delish,,,
Curtice Advani,70% Dark Bites,08-May-22,2590,200,1484,Bites,Delish,,,
Gigi Bohling,Mint Chip Choco,08-May-22,931,72,147,Bars,Delish,,,
Ches Bonnell,Milk Bars,08-May-22,8750,283,597,Bars,Tempo,,,
Andria Kimpton,85% Dark Bars,08-May-22,1960,104,70,Bars,Jucies,,,
Gigi Bohling,Peanut Butter Cubes,08-May-22,7252,363,1777,Bites,Delish,,,
Barr Faughny,Raspberry Choco,08-May-22,9933,552,3838,Bars,Yummies,,,
Mallorie Waber,Peanut Butter Cubes,11-May-22,7434,413,2022,Bites,Tempo,,,
Dennison Crosswaite,Almond Choco,11-May-22,9275,442,6077,Bars,Yummies,,,
Gigi Bohling,After Nines,11-May-22,1274,51,323,Bites,Delish,,,
Dennison Crosswaite,Fruit & Nut Bars,11-May-22,9737,650,1139,Bars,Yummies,,,
Jan Morforth,Baker's Choco Chips,11-May-22,2569,257,1453,Bars,Delish,,,
Camilla Castle,Eclairs,11-May-22,14959,713,2272,Bites,Tempo,,,
Barr Faughny,Peanut Butter Cubes,11-May-22,8939,389,2197,Bites,Yummies,,,
Rafaelita Blaksland,Spicy Special Slims,11-May-22,2688,108,1044,Bites,Yummies,,,
Jan Morforth,Smooth Sliky Salty,11-May-22,3675,217,1089,Bars,Delish,,,
Jan Morforth,Drinking Coco,11-May-22,10738,430,1044,Other,Delish,,,
Curtice Advani,Peanut Butter Cubes,11-May-22,812,41,193,Bites,Delish,,,
Husein Augar,Almond Choco,11-May-22,10612,590,7561,Bars,Yummies,,,
Brien Boise,Spicy Special Slims,11-May-22,3822,160,1473,Bites,Jucies,,,
Gunar Cockshoot,Almond Choco,11-May-22,1463,67,1073,Bars,Yummies,,,
Ches Bonnell,Organic Choco Syrup,11-May-22,3262,126,224,Other,Tempo,,,
Mallorie Waber,70% Dark Bites,11-May-22,217,17,130,Bites,Tempo,,,
Curtice Advani,Organic Choco Syrup,11-May-22,5600,187,300,Other,Delish,,,
Curtice Advani,Spicy Special Slims,11-May-22,1120,56,495,Bites,Delish,,,
Beverie Moffet,Milk Bars,11-May-22,294,11,19,Bars,Jucies,,,
Jehu Rudeforth,Eclairs,12-May-22,5663,334,1130,Bites,Tempo,,,
Van Tuxwell,Organic Choco Syrup,12-May-22,10689,428,815,Other,Yummies,,,
Beverie Moffet,Caramel Stuffed Bars,12-May-22,70,3,3,Bars,Jucies,,,
Oby Sorrel,Spicy Special Slims,12-May-22,9093,379,3351,Bites,Jucies,,,
Dotty Strutley,Spicy Special Slims,12-May-22,14238,594,6345,Bites,Delish,,,
Kaine Padly,Drinking Coco,12-May-22,2408,84,239,Other,Delish,,,
Marney O'Breen,Drinking Coco,12-May-22,203,8,18,Other,Yummies,,,
Dennison Crosswaite,Milk Bars,12-May-22,2359,99,201,Bars,Yummies,,,
Jehu Rudeforth,Spicy Special Slims,12-May-22,6650,247,2570,Bites,Tempo,,,
Jehu Rudeforth,Smooth Sliky Salty,12-May-22,5845,390,2154,Bars,Tempo,,,
Dotty Strutley,Milk Bars,12-May-22,3206,124,245,Bars,Delish,,,
Van Tuxwell,Almond Choco,12-May-22,2632,155,2483,Bars,Yummies,,,
Kelci Walkden,Eclairs,12-May-22,6895,406,1225,Bites,Yummies,,,
Brien Boise,70% Dark Bites,12-May-22,140,20,170,Bites,Jucies,,,
Madelene Upcott,Caramel Stuffed Bars,13-May-22,2107,82,77,Bars,Jucies,,,
Barr Faughny,Smooth Sliky Salty,13-May-22,10136,676,3326,Bars,Yummies,,,
Kelci Walkden,50% Dark Bites,13-May-22,15722,1966,6276,Bites,Yummies,,,
Ches Bonnell,Caramel Stuffed Bars,13-May-22,1323,49,42,Bars,Tempo,,,
Kelci Walkden,50% Dark Bites,13-May-22,4767,398,1204,Bites,Yummies,,,
Jehu Rudeforth,Orange Choco,13-May-22,20825,2314,22773,Bars,Tempo,,,
Camilla Castle,Fruit & Nut Bars,13-May-22,4627,331,475,Bars,Tempo,,,
Karlen McCaffrey,Manuka Honey Choco,14-May-22,4095,158,1322,Other,Yummies,,,
Beverie Moffet,Fruit & Nut Bars,14-May-22,8365,761,1201,Bars,Jucies,,,
Ches Bonnell,Peanut Butter Cubes,14-May-22,4193,210,1127,Bites,Tempo,,,
Gigi Bohling,Manuka Honey Choco,14-May-22,5754,206,1691,Other,Delish,,,
Barr Faughny,70% Dark Bites,14-May-22,9093,827,7976,Bites,Yummies,,,
Karlen McCaffrey,Organic Choco Syrup,14-May-22,3675,154,258,Other,Yummies,,,
Gunar Cockshoot,99% Dark & Pure,15-May-22,2555,135,566,Bars,Yummies,,,
Jehu Rudeforth,70% Dark Bites,15-May-22,1071,134,1237,Bites,Tempo,,,
Mallorie Waber,Organic Choco Syrup,15-May-22,3612,145,276,Other,Tempo,,,
Dotty Strutley,Baker's Choco Chips,15-May-22,1540,97,661,Bars,Delish,,,
Barr Faughny,After Nines,15-May-22,6790,262,1778,Bites,Yummies,,,
Van Tuxwell,Drinking Coco,18-May-22,9863,353,813,Other,Yummies,,,
Oby Sorrel,Smooth Sliky Salty,18-May-22,1106,74,398,Bars,Jucies,,,
Barr Faughny,Caramel Stuffed Bars,18-May-22,3129,105,94,Bars,Yummies,,,
Dotty Strutley,85% Dark Bars,18-May-22,7077,373,260,Bars,Delish,,,
Gigi Bohling,50% Dark Bites,18-May-22,392,27,80,Bites,Delish,,,
Kaine Padly,Manuka Honey Choco,18-May-22,7952,319,2291,Other,Delish,,,
Dennison Crosswaite,Peanut Butter Cubes,18-May-22,10703,487,2430,Bites,Yummies,,,
Brien Boise,Choco Coated Almonds,18-May-22,9660,440,4996,Bites,Jucies,,,
Husein Augar,Smooth Sliky Salty,18-May-22,3808,293,1544,Bars,Yummies,,,
Madelene Upcott,Fruit & Nut Bars,18-May-22,4060,313,569,Bars,Jucies,,,
Barr Faughny,Choco Coated Almonds,18-May-22,12236,816,10482,Bites,Yummies,,,
Marney O'Breen,Drinking Coco,19-May-22,959,44,98,Other,Yummies,,,
Dotty Strutley,50% Dark Bites,19-May-22,2114,193,540,Bites,Delish,,,
Wilone O'Kielt,Caramel Stuffed Bars,19-May-22,1743,61,59,Bars,Delish,,,
Beverie Moffet,Orange Choco,19-May-22,9044,823,8389,Bars,Jucies,,,
Karlen McCaffrey,70% Dark Bites,19-May-22,9506,951,7839,Bites,Yummies,,,
Roddy Speechley,85% Dark Bars,19-May-22,6608,276,211,Bars,Delish,,,
Jehu Rudeforth,Raspberry Choco,19-May-22,1799,90,532,Bars,Tempo,,,
Madelene Upcott,Fruit & Nut Bars,19-May-22,5425,453,744,Bars,Jucies,,,
Barr Faughny,Orange Choco,19-May-22,5292,441,3526,Bars,Yummies,,,
Brien Boise,White Choc,19-May-22,2352,168,38,Other,Jucies,,,
Roddy Speechley,Manuka Honey Choco,19-May-22,5236,202,1706,Other,Delish,,,
Rafaelita Blaksland,Organic Choco Syrup,19-May-22,4354,146,232,Other,Yummies,,,
Rafaelita Blaksland,Eclairs,19-May-22,7133,376,1209,Bites,Yummies,,,
Van Tuxwell,70% Dark Bites,19-May-22,3066,256,2216,Bites,Yummies,,,
Jehu Rudeforth,After Nines,19-May-22,15932,498,2874,Bites,Tempo,,,
Dennison Crosswaite,Almond Choco,19-May-22,3836,214,2942,Bars,Yummies,,,
Curtice Advani,Raspberry Choco,19-May-22,2149,127,829,Bars,Delish,,,
Curtice Advani,Manuka Honey Choco,19-May-22,1043,42,394,Other,Delish,,,
Andria Kimpton,Caramel Stuffed Bars,19-May-22,3087,119,125,Bars,Jucies,,,
Kaine Padly,Mint Chip Choco,19-May-22,994,53,109,Bars,Delish,,,
Gigi Bohling,Choco Coated Almonds,19-May-22,7819,489,5608,Bites,Delish,,,
Ches Bonnell,Spicy Special Slims,19-May-22,5222,194,1787,Bites,Tempo,,,
Gigi Bohling,Baker's Choco Chips,19-May-22,11102,694,4769,Bars,Delish,,,
Van Tuxwell,Smooth Sliky Salty,19-May-22,574,29,137,Bars,Yummies,,,
Dotty Strutley,Eclairs,19-May-22,19824,1167,3258,Bites,Delish,,,
Camilla Castle,Almond Choco,19-May-22,343,17,252,Bars,Tempo,,,
Dennison Crosswaite,70% Dark Bites,20-May-22,7637,1091,8094,Bites,Yummies,,,
Gunar Cockshoot,Drinking Coco,20-May-22,3745,130,358,Other,Yummies,,,
Andria Kimpton,Drinking Coco,20-May-22,8253,331,935,Other,Jucies,,,
Curtice Advani,White Choc,20-May-22,266,19,5,Other,Delish,,,
Kelci Walkden,White Choc,20-May-22,6153,684,183,Other,Yummies,,,
Husein Augar,50% Dark Bites,20-May-22,1253,90,255,Bites,Yummies,,,
Kelci Walkden,After Nines,20-May-22,3752,122,805,Bites,Yummies,,,
Brien Boise,99% Dark & Pure,21-May-22,5145,286,1386,Bars,Jucies,,,
Brien Boise,99% Dark & Pure,21-May-22,2156,90,382,Bars,Jucies,,,
Beverie Moffet,Orange Choco,21-May-22,1288,108,854,Bars,Jucies,,,
Marney O'Breen,70% Dark Bites,21-May-22,2233,224,2123,Bites,Yummies,,,
Beverie Moffet,Smooth Sliky Salty,21-May-22,2156,154,773,Bars,Jucies,,,
Oby Sorrel,Smooth Sliky Salty,21-May-22,9870,581,3237,Bars,Jucies,,,
